company,date,source,label,case_type,mentions,title,claim,has_metric,score,rank,url,file
Snowflake,2026-07-09,channel,AX,자사/일반,,Snow Report: What's Happening At Snowflake in July,이 가이드에서는 AI 에이전트가 항상 최신 데이터로 작동하도록 실시간 인프라를 구축하는 과정을 안내합니다.,N,2,1,https://www.youtube.com/watch?v=avBIxj2-ceg,transcripts/channels/Snowflake/Snow_Report_What's_Happening_At_Snowflake_in_July__avBIxj2-ceg.md
Snowflake,2026-07-09,channel,AX,자사/일반,,Snow Report: What's Happening At Snowflake in July,"같은 날, Data IQ의 코드 빌드 과정을 Snowflake에서 실시간으로 시연하는 모습을 확인할 수 있으며, 자연어 요청이 실제 운영 환경에서 사용 가능한 AI 워크플로로 어떻게 전환되는지 볼 수 있습니다.",N,2,2,https://www.youtube.com/watch?v=avBIxj2-ceg,transcripts/channels/Snowflake/Snow_Report_What's_Happening_At_Snowflake_in_July__avBIxj2-ceg.md
Snowflake,2026-07-10,channel,AX,자사/일반,,Snowflake Summit 2026 Builder Keynote,"이 부분을 보면 중부 지역의 고객 이탈 위험이 증가하고 있으며, 현재 3,600명의 고객이 고위험군으로 분류되어 있고 잠재적인 고객 생애 가치(LTV) 손실 위험은 9억 달러에 달합니다 .",Y,3,1,https://www.youtube.com/watch?v=WFR07HIvCrQ,transcripts/channels/Snowflake/Snowflake_Summit_2026_Builder_Keynote__WFR07HIvCrQ.md
Snowflake,2026-07-10,channel,AX,자사/일반,,Snowflake Summit 2026 Builder Keynote,"아시다시피 , 인공지능을 활용한 미래 지향적인 접근 방식인가요, 아니면 보고서나 대시보드에 대한 이야기인가요?",N,2,2,https://www.youtube.com/watch?v=WFR07HIvCrQ,transcripts/channels/Snowflake/Snowflake_Summit_2026_Builder_Keynote__WFR07HIvCrQ.md
Snowflake,2026-07-10,channel,AX,자사/일반,,Snowflake Summit 2026 Builder Keynote,"구체적으로 말씀드리자면, 저희는 Cortex AI 기능을 활용하여 고객이 문의 메일을 보낼 때 어떤 감정을 느끼는지 파악할 수 있는 AI 감정 점수 기능을 추가하고 있습니다.",N,2,3,https://www.youtube.com/watch?v=WFR07HIvCrQ,transcripts/channels/Snowflake/Snowflake_Summit_2026_Builder_Keynote__WFR07HIvCrQ.md
Snowflake,2026-07-01,channel,unclassified,자사/일반,,Where AI Capital Is Flowing: Insights From The Snowflake-Crunchbase Report,그런데 흥미로운 점은 2025년에 그 유입이 다시 증가할 것으로 예상된다는 것입니다.,Y,3,1,https://www.youtube.com/watch?v=QNTL0hE3cBU,transcripts/channels/Snowflake/Where_AI_Capital_Is_Flowing_Insights_From_The_Snowflake-Crun__QNTL0hE3cBU.md
Snowflake,2026-07-01,channel,unclassified,협력/고객사 언급,애플,Where AI Capital Is Flowing: Insights From The Snowflake-Crunchbase Report,"하르샤, 보고서에 따르면 AI 기반 데이터 인프라, 거버넌스 및 에이전트 애플리케이션에 대한 자본 유입이 점점 증가하고 있습니다.",N,2,2,https://www.youtube.com/watch?v=QNTL0hE3cBU,transcripts/channels/Snowflake/Where_AI_Capital_Is_Flowing_Insights_From_The_Snowflake-Crun__QNTL0hE3cBU.md
Snowflake,2026-07-01,channel,unclassified,자사/일반,,Where AI Capital Is Flowing: Insights From The Snowflake-Crunchbase Report,"하르샤, 스타트업이 단순한 실험 단계를 넘어 기업 차원의 AI 도입 준비가 완전히 되었다는 것을 알려주는 신호는 무엇일까요?",N,2,3,https://www.youtube.com/watch?v=QNTL0hE3cBU,transcripts/channels/Snowflake/Where_AI_Capital_Is_Flowing_Insights_From_The_Snowflake-Crun__QNTL0hE3cBU.md
Telenor,2023-02-14,channel,unclassified,자사/일반,,Evacuate or not? New avalanche warning system helps safeguard citizens and critical infrastructure,그래서 우리는 10만 노르웨이 크로네에 달하는 고가의 장비에서 동일하거나 더 나은 성능을 내는 5천~ 6천 노르웨이 크로네 상당의 장비로 전환했습니다.,Y,3,1,https://www.youtube.com/watch?v=FTFn87oM6dA,transcripts/channels/Telenor/Evacuate_or_not_New_avalanche_warning_system_helps_safeguard__FTFn87oM6dA.md
Telenor,2023-02-06,channel,DX,자사/일반,,Telco Tech Talks: Everything is BIG in India,"4G는 인도 전역에 잘 구축되어 있으며, 국토의 거의 100%와 인구에 서비스를 제공하고 있습니다.",Y,3,1,https://www.youtube.com/watch?v=r-RVlUNh5Qg,transcripts/channels/Telenor/Telco_Tech_Talks_Everything_is_BIG_in_India__r-RVlUNh5Qg.md
Telenor,2023-02-06,channel,DX,자사/일반,,Telco Tech Talks: Everything is BIG in India,"이 모든 것이 매우 짧은 기간(5년) 내에 이루어졌으며, 현재 5년 구축 계획이 진행 중입니다.",Y,3,2,https://www.youtube.com/watch?v=r-RVlUNh5Qg,transcripts/channels/Telenor/Telco_Tech_Talks_Everything_is_BIG_in_India__r-RVlUNh5Qg.md
Telenor,2023-02-06,channel,DX,자사/일반,,Telco Tech Talks: Everything is BIG in India,"또한, 우리는 매우 야심찬 계획을 가지고 있으며, 향후 12개월 안에 지난 5년 이상 4G에서 달성한 것과 같은 수준의 5G 구축을 목표로 하고 있습니다.",Y,3,3,https://www.youtube.com/watch?v=r-RVlUNh5Qg,transcripts/channels/Telenor/Telco_Tech_Talks_Everything_is_BIG_in_India__r-RVlUNh5Qg.md
Telenor,2023-04-13,channel,DX,자사/일반,,Telco Tech Talks: How do we develop our people to meet the future?,"새로운 기술(2D, 3D, 4G, 5G 등)을 출시할 때마다, 즉 60일 후에도 출시될 수 있는 모든 기술은 우리 모두에게 중요한 순간입니다.",Y,3,1,https://www.youtube.com/watch?v=fythNeXmXnM,transcripts/channels/Telenor/Telco_Tech_Talks_How_do_we_develop_our_people_to_meet_the_fu__fythNeXmXnM.md
Telenor,2023-04-13,channel,DX,자사/일반,,Telco Tech Talks: How do we develop our people to meet the future?,"이처럼 단순함의 힘과 더불어 AI, 머신러닝 등의 기술을 활용하여 고객의 삶을 단순화하는 방법을 배워야 합니다.",N,2,2,https://www.youtube.com/watch?v=fythNeXmXnM,transcripts/channels/Telenor/Telco_Tech_Talks_How_do_we_develop_our_people_to_meet_the_fu__fythNeXmXnM.md
Telenor,2022-11-09,channel,AX,자사/일반,,Telco Tech Talks: Modern technology's role in modern crises,"군대에서 장비를 도입할 때 사용해 온 방식은 전통적인 폭포수 모델 방식의 프로젝트 계획으로, 수천 개의 요구사항을 명시하는 데 그쳤습니다.",Y,3,1,https://www.youtube.com/watch?v=4rJPXX_M6Zo,transcripts/channels/Telenor/Telco_Tech_Talks_Modern_technology's_role_in_modern_crises__4rJPXX_M6Zo.md
Telenor,2022-11-09,channel,AX,자사/일반,,Telco Tech Talks: Modern technology's role in modern crises,"영국이 70년 후쯤부터 가입했고 스웨덴도 회원국이 되면서, 우리는 5G를 군사적으로 활용하는 데 있어 유럽에서 선두에 서 있다고 할 수 있습니다.",Y,3,2,https://www.youtube.com/watch?v=4rJPXX_M6Zo,transcripts/channels/Telenor/Telco_Tech_Talks_Modern_technology's_role_in_modern_crises__4rJPXX_M6Zo.md
Telenor,2022-11-09,channel,AX,자사/일반,,Telco Tech Talks: Modern technology's role in modern crises,"요구 사항은 크기, 무게, 전력 소비와 관련된 몇 가지뿐이었지만, 몇 가지 이정표를 설정하고 향후 1년 반 동안 지속적인 개발을 위해 우리와 최종 사용자 모두와 협력할 것이라고 설명했습니다.",Y,3,3,https://www.youtube.com/watch?v=4rJPXX_M6Zo,transcripts/channels/Telenor/Telco_Tech_Talks_Modern_technology's_role_in_modern_crises__4rJPXX_M6Zo.md
Telenor,2022-11-03,channel,unclassified,자사/일반,,The AI powerhouse of Norway: What companies can gain from partnering with the Norwegian Open AI Lab,텔레노르와 함께 통신 네트워크를 개선하고 효율성을 높일 수 있는 인공지능 시스템을 개발할 수 있다고 믿습니다.,N,2,1,https://www.youtube.com/watch?v=MEHdEjafCfw,transcripts/channels/Telenor/The_AI_powerhouse_of_Norway_What_companies_can_gain_from_par__MEHdEjafCfw.md
Weaviate,2026-04-27,channel,AX,자사/일반,,AgentIR with Zijian Chen and Xueguang Ma - Weaviate Podcast #136!,"하지만 검색이 50번 발생하는 에이전트 루프의 경우, 재순위 지정으로 인한 추가 오버헤드는 기존 단일 턴 랙 방식에서는 1턴에 불과했지만 , 이제 에이전트 루프에서는 동일한 오버헤드가 50배로 증가합니다 .",Y,4,1,https://www.youtube.com/watch?v=y9YUcr0cVtk,transcripts/channels/Weaviate/AgentIR_with_Zijian_Chen_and_Xueguang_Ma_-_Weaviate_Podcast___y9YUcr0cVtk.md
Weaviate,2026-04-27,channel,AX,자사/일반,,AgentIR with Zijian Chen and Xueguang Ma - Weaviate Podcast #136!,"그러니까, 사용자가 추가 질문을 할 수 있는 기능이 검색 경험을 향상시킨다는 말은, 검색 에이전트와는 별개의 문제라는 뜻입니다.",N,2,2,https://www.youtube.com/watch?v=y9YUcr0cVtk,transcripts/channels/Weaviate/AgentIR_with_Zijian_Chen_and_Xueguang_Ma_-_Weaviate_Podcast___y9YUcr0cVtk.md
Weaviate,2026-04-27,channel,AX,자사/일반,,AgentIR with Zijian Chen and Xueguang Ma - Weaviate Podcast #136!,"한편, 에이전트 IR과 관련하여, 에이전트 측면이 어떻게 작용하는지에 대한 또 다른 요점은 동일한 후속 비유를 에이전트에도 적용할 수 있다는 것입니다.",N,2,3,https://www.youtube.com/watch?v=y9YUcr0cVtk,transcripts/channels/Weaviate/AgentIR_with_Zijian_Chen_and_Xueguang_Ma_-_Weaviate_Podcast___y9YUcr0cVtk.md
Weaviate,2026-05-18,channel,AX,자사/일반,,Booking.com and Weaviate with Başak Eskili - Weaviate Podcast #138!,"그리고 이제, 분명히 3년 전에 GPT가 출시되었고, 우리 모두 LLM에 대해 이야기하기 시작했습니다.",Y,4,1,https://www.youtube.com/watch?v=O9edM9ZS_FQ,transcripts/channels/Weaviate/Booking.com_and_Weaviate_with_Başak_Eskili_-_Weaviate_Podcas__O9edM9ZS_FQ.md
Weaviate,2026-05-18,channel,AX,자사/일반,,Booking.com and Weaviate with Başak Eskili - Weaviate Podcast #138!,"그런데 만약 1억 개의 호텔 중에서 마이애미 필터만 적용하면 검색 결과가 1억 개 중에서 1,000개 정도로 줄어들 수 있지 않을까 하는 생각이 들었습니다 .",Y,3,2,https://www.youtube.com/watch?v=O9edM9ZS_FQ,transcripts/channels/Weaviate/Booking.com_and_Weaviate_with_Başak_Eskili_-_Weaviate_Podcas__O9edM9ZS_FQ.md
Weaviate,2026-05-18,channel,AX,자사/일반,,Booking.com and Weaviate with Başak Eskili - Weaviate Podcast #138!,"그 논문들을 이해하고, 그 개선 사항들을 이해할 수 있다는 것은 , 제가 실제로 구현하고 2017년 시험 문제에서 답변했던 트랜스포머 모델들을 여전히 기반으로 하고 있다는 것을 의미합니다.",Y,3,3,https://www.youtube.com/watch?v=O9edM9ZS_FQ,transcripts/channels/Weaviate/Booking.com_and_Weaviate_with_Başak_Eskili_-_Weaviate_Podcas__O9edM9ZS_FQ.md
Weaviate,2026-04-23,channel,AX,자사/일반,,Building a production-ready legal RAG app... in one prompt,"그래서 Weaviate의 재무팀이 내부 계약 관련 도움을 요청했을 때, 우리는 단 36시간 만에 완벽하게 활용 가능한 법률 보조 시스템을 구축해 주었습니다.",Y,3,1,https://www.youtube.com/watch?v=skeKcYbPT9g,transcripts/channels/Weaviate/Building_a_production-ready_legal_RAG_app..._in_one_prompt__skeKcYbPT9g.md
Weaviate,2026-04-23,channel,AX,자사/일반,,Building a production-ready legal RAG app... in one prompt,Weaviate Agent Skills 플러그인은 에이전트 및 AI 앱 구축을 위한 모든 Weaviate 문서와 모범 사례를 컨텍스트로 자동으로 가져옵니다.,N,2,2,https://www.youtube.com/watch?v=skeKcYbPT9g,transcripts/channels/Weaviate/Building_a_production-ready_legal_RAG_app..._in_one_prompt__skeKcYbPT9g.md
Weaviate,2026-05-21,channel,unclassified,자사/일반,,Can we win Europe's biggest Hackathon?,"The rules are that we have to use three of these partners' technologies in our projects, and we have to build it all in the next 26 hours before the project [music] submission deadline.",Y,3,1,https://www.youtube.com/watch?v=i1cYfxB8-mw,transcripts/channels/Weaviate/Can_we_win_Europe's_biggest_Hackathon__i1cYfxB8-mw.md
Weaviate,2026-04-06,channel,AX,자사/일반,,Data Agents with Shreya Shankar - Weaviate Podcast #135!,"음, 다른 관점에서 보면, 우리가 60년 넘게 데이터베이스를 구축하면서 얻은 근본적으로 훌륭한 엔지니어링 원칙들을 어떻게 에이전트에게 가르칠 수 있을까 하는 것입니다.",Y,4,1,https://www.youtube.com/watch?v=C-fNVPYZrVg,transcripts/channels/Weaviate/Data_Agents_with_Shreya_Shankar_-_Weaviate_Podcast_#135!__C-fNVPYZrVg.md
Weaviate,2026-04-06,channel,AX,협력/고객사 언급,AWS,Data Agents with Shreya Shankar - Weaviate Podcast #135!,"제 생각에 가장 먼저 떠오르는 건 Hazera와의 협업인데요, 제가 2~3년 전에 AWS Reinvent에서 Hazera 부스를 우연히 봤을 때 그들이 여러 API를 제공하면 통합된 GraphQL API를 만들어준다고 설명했었어요.",Y,3,2,https://www.youtube.com/watch?v=C-fNVPYZrVg,transcripts/channels/Weaviate/Data_Agents_with_Shreya_Shankar_-_Weaviate_Podcast_#135!__C-fNVPYZrVg.md
Weaviate,2026-04-06,channel,AX,자사/일반,,Data Agents with Shreya Shankar - Weaviate Podcast #135!,"SQL 쿼리 최적화에는 수백, 어쩌면 수천 개 이상의 다양한 규칙이 적용되어 쿼리를 더욱 효율적으로 재작성합니다.",Y,3,3,https://www.youtube.com/watch?v=C-fNVPYZrVg,transcripts/channels/Weaviate/Data_Agents_with_Shreya_Shankar_-_Weaviate_Podcast_#135!__C-fNVPYZrVg.md
Weaviate,2026-06-01,channel,AX,자사/일반,,Knowledge Engineering with Bradley Allen - Weaviate Podcast #139!,What LLMs are doing is making it possible for one to do reasoning with caveats in a natural language context and be able to actually make progress in building applications that that you know achieve results for people in a reasonably reliable manner.,N,2,1,https://www.youtube.com/watch?v=xY_SqvhArNQ,transcripts/channels/Weaviate/Knowledge_Engineering_with_Bradley_Allen_-_Weaviate_Podcast___xY_SqvhArNQ.md
Weaviate,2026-05-05,channel,AX,자사/일반,,Search Agents with Nandan Thakur - Weaviate Podcast #137!,"그래서 제 생각에는 제가 2021년에 박사 과정을 시작했을 때, 사람들이 검색을 연구하고 있었고, 당시의 초점은 검색, 검색 효율성 향상 방법, 신경망 검색기, 콜버트 스타일 모델, 희소 공간 모델, 어휘 기반 모델에 맞춰져 있었던 것 같습니다.",Y,3,1,https://www.youtube.com/watch?v=B71WF6EtgK8,transcripts/channels/Weaviate/Search_Agents_with_Nandan_Thakur_-_Weaviate_Podcast_#137!__B71WF6EtgK8.md
Weaviate,2026-05-05,channel,AX,자사/일반,,Search Agents with Nandan Thakur - Weaviate Podcast #137!,"예를 들어, SEC 10K 보고서를 작성할 때 ""우리는 이익이 83% 증가했습니다.",Y,3,2,https://www.youtube.com/watch?v=B71WF6EtgK8,transcripts/channels/Weaviate/Search_Agents_with_Nandan_Thakur_-_Weaviate_Podcast_#137!__B71WF6EtgK8.md
Weaviate,2026-05-05,channel,AX,자사/일반,,Search Agents with Nandan Thakur - Weaviate Podcast #137!,"제 생각에는 아마 작년부터 그랬던 것 같고, 이제는 단순히 래거 검색을 하는 것에서 벗어나 생각하는 동안에도 검색을 계속하는 방향으로, 더 나아가 에이전트 기반 검색 이나 에이전트 기반 도구 파이프라인으로 서서히 전환하고 있는 것 같습니다.",N,2,3,https://www.youtube.com/watch?v=B71WF6EtgK8,transcripts/channels/Weaviate/Search_Agents_with_Nandan_Thakur_-_Weaviate_Podcast_#137!__B71WF6EtgK8.md
Weaviate,2026-07-10,channel,AX,자사/일반,,THIS is how you build agentic RAG systems that work,"And if you're building anything serious with AI right now, it's probably the most important thing you need to know.",N,2,1,https://www.youtube.com/watch?v=sUoNoaatRvU,transcripts/channels/Weaviate/THIS_is_how_you_build_agentic_RAG_systems_that_work__sUoNoaatRvU.md
Weaviate,2026-07-10,channel,AX,자사/일반,,THIS is how you build agentic RAG systems that work,"So, at Weaviate we built this into our query agent.",N,2,2,https://www.youtube.com/watch?v=sUoNoaatRvU,transcripts/channels/Weaviate/THIS_is_how_you_build_agentic_RAG_systems_that_work__sUoNoaatRvU.md
Weaviate,2026-07-10,channel,AX,자사/일반,,THIS is how you build agentic RAG systems that work,"In production though, it means your agent can't learn from past interactions, it [music] can't maintain continuity across sessions, and it can't build any persistent understanding of its environment or its users.",N,2,3,https://www.youtube.com/watch?v=sUoNoaatRvU,transcripts/channels/Weaviate/THIS_is_how_you_build_agentic_RAG_systems_that_work__sUoNoaatRvU.md
Weights & Biases,2026-06-30,channel,unclassified,자사/일반,,CoreWeave AIRA: The autoresearch loop for continuous improvement,Weights and Biases에서 아리아 에이전트 개발을 담당하는 과학 부서를 이끌고 있습니다.,N,2,1,https://www.youtube.com/watch?v=9QFfEmgd5V0,transcripts/channels/Weights_&_Biases/CoreWeave_AIRA_The_autoresearch_loop_for_continuous_improvem__9QFfEmgd5V0.md
Weights & Biases,2026-07-01,channel,unclassified,자사/일반,,CoreWeave ARIA: The autoresearch loop for continuous improvement,저는 Weights &amp; Biases에서 아리아 에이전트 개발을 담당하는 과학 분야 책임자입니다.,N,2,1,https://www.youtube.com/watch?v=z8zZnAcj8Ds,transcripts/channels/Weights_&_Biases/CoreWeave_ARIA_The_autoresearch_loop_for_continuous_improvem__z8zZnAcj8Ds.md
Weights & Biases,2026-06-16,channel,AX,자사/일반,,"He's Building an AI That Can't Lie | Dan Klein, Scaled Cognition","그리고 2000년대 초반에 우리 분야가 약간 겹쳤을 때, 자연어 처리( NLP)나 언어학이 실제로 작동하는 NLP 시스템이나 작동하는 AI 시스템을 구축하는 방법에 대해 할 말이 너무 많다고 느껴졌던 것 같습니다.",Y,4,1,https://www.youtube.com/watch?v=JzETCk92Izw,"transcripts/channels/Weights_&_Biases/He's_Building_an_AI_That_Can't_Lie_Dan_Klein,_Scaled_Cogniti__JzETCk92Izw.md"
Weights & Biases,2026-06-16,channel,AX,자사/일반,,"He's Building an AI That Can't Lie | Dan Klein, Scaled Cognition","예를 들어, 2000년경에 구문 분석 작업을 했다면 , 영어에서 이러한 구문 구조가 이런 식으로 작동한다는 것을 명시적으로 표현하려고 했던 것이 아니라, 적절한 조합 구조를 구축하려고 했던 것입니다.",Y,3,2,https://www.youtube.com/watch?v=JzETCk92Izw,"transcripts/channels/Weights_&_Biases/He's_Building_an_AI_That_Can't_Lie_Dan_Klein,_Scaled_Cogniti__JzETCk92Izw.md"
